experiment,subtask,model,provider,api_model,length,position,density,interference_type,similarity,distance,hops,hop_distance,chain_type,implementation,n_samples,n_success,accuracy,f1,rouge_l,mean_latency,p50_latency,p95_latency,error_rate,effective_context_length,effective_context_length_abs80,middle_drop,relative_middle_drop,density_accuracy_slope,density_accuracy_pearson,critical_density_threshold,top_error_type
niah,single,qwen35_35b_a3b,siliconflow,Qwen/Qwen3.5-35B-A3B,65536,10,,,,,,,,,61,6,0.09836065573770492,,,0.8180547081941708,0.0,6.134441099828109,0.9016393442622951,,,,,,,,request_error
niah,single,qwen35_35b_a3b,siliconflow,Qwen/Qwen3.5-35B-A3B,65536,50,,,,,,,,,58,3,0.05172413793103448,,,0.6816223586251124,0.0,0.5555997450021043,0.9482758620689655,,,,,,,,request_error
niah,single,qwen35_35b_a3b,siliconflow,Qwen/Qwen3.5-35B-A3B,65536,90,,,,,,,,,64,4,0.0625,,,0.4399362562508031,0.0,4.131594574963681,0.9375,,,,,,,,request_error
niah,single,qwen35_9b,siliconflow,Qwen/Qwen3.5-9B,32768,10,,,,,,,,,55,33,0.6,,,4.634275407272137,5.221770099946298,9.952377779991364,0.4,,,,,,,,
niah,single,qwen35_9b,siliconflow,Qwen/Qwen3.5-9B,32768,50,,,,,,,,,56,33,0.5892857142857143,,,6.3863189017782656,4.441913450020365,8.37024692504201,0.4107142857142857,,,,,,,,
niah,single,qwen35_9b,siliconflow,Qwen/Qwen3.5-9B,32768,90,,,,,,,,,57,31,0.543859649122807,,,3.5204494403605757,4.0713576001580805,10.547037279978397,0.45614035087719296,,,,,,,,
niah,single,qwen35_9b,siliconflow,Qwen/Qwen3.5-9B,4096,10,,,,,,,,,50,50,1.0,,,2.845254357997328,2.821511199930683,4.492940485029248,0.0,,,,,,,,
niah,single,qwen35_9b,siliconflow,Qwen/Qwen3.5-9B,4096,50,,,,,,,,,50,50,1.0,,,2.875298547982238,2.8249684499460272,4.7338246249884826,0.0,,,,,,,,
niah,single,qwen35_9b,siliconflow,Qwen/Qwen3.5-9B,4096,90,,,,,,,,,50,50,1.0,,,2.7206284820078874,1.8819178500561975,5.240948889998248,0.0,,,,,,,,
niah,single,qwen35_9b,siliconflow,Qwen/Qwen3.5-9B,65536,10,,,,,,,,,58,23,0.39655172413793105,,,5.322668732766158,0.0,17.849466195038982,0.603448275862069,,,,,,,,
niah,single,qwen35_9b,siliconflow,Qwen/Qwen3.5-9B,65536,50,,,,,,,,,57,20,0.3508771929824561,,,3.346506329827223,0.0,11.878891380038112,0.6491228070175439,,,,,,,,request_error
niah,single,qwen35_9b,siliconflow,Qwen/Qwen3.5-9B,65536,90,,,,,,,,,56,23,0.4107142857142857,,,6.105755939291806,0.0,19.19868089997908,0.5892857142857143,,,,,,,,request_error
niah,single,qwen3_14b_no_thinking,siliconflow,Qwen/Qwen3-14B,32768,10,,,,,,,,,62,6,0.0967741935483871,,,0.8910680725802517,0.0,7.320374800008726,0.9032258064516129,,,,,,,,request_error
niah,single,qwen3_14b_no_thinking,siliconflow,Qwen/Qwen3-14B,32768,50,,,,,,,,,65,2,0.03076923076923077,,,0.3396522938452948,0.0,0.0,0.9692307692307692,,,,,,,,request_error
niah,single,qwen3_14b_no_thinking,siliconflow,Qwen/Qwen3-14B,32768,90,,,,,,,,,59,4,0.06779661016949153,,,0.7975214881372591,0.0,5.502681739930998,0.9322033898305084,,,,,,,,request_error
